Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"of Darmstadt) AM,of Darmstadt) ML,of Darmstadt) FM,of Darmstadt) MS,of Darmstadt) MM",VRtangibles: Assisting Children in Creating Virtual Scenes using Tangible Objects and Touch Input,2021,,2021,http://dx.doi.org/10.1145/3411763.3451671,10.1145/3411763.3451671,"Children are increasingly exposed to virtual reality (VR) technology as end-users. However, they miss an opportunity to become active creators due to the barrier of insufficient technical background. Creating scenes in VR requires considerable programming knowledge and excludes non-tech-savvy users, e.g., school children. In this paper, we showcase a system called VRtangibles, which combines tangible objects and touch input to create virtual scenes without programming. With VRtangibles, we aim to engage children in the active creation of virtual scenes via playful hands-on activities. From the lab study with six school children, we discovered that the majority of children were successful in creating virtual scenes using VRtangibles and found it engaging and fun to use."
"Sarah Delgado Rodriguez (Bundeswehr University Munich LM,Sarah Prange (Bundeswehr University Munich LM,Lukas Mecke (Bundeswehr University Munich LM,Munich) FA",ActPad – A Smart Desk Platform to Enable User Interaction with IoT Devices,2021,,2021,http://dx.doi.org/10.1145/3411763.3451825,10.1145/3411763.3451825,"ActPad is a desk pad, capable of sensing capacitive touch input in desk setups. Our prototype can sense touches on both, its electrodes and on connected objects. ActPad’s interaction-space is customizable, allowing easy integration and extension of existing desk environments. In smart environments, users may interact with more than one device at the same time. This generates the need for new interaction mechanisms that bundle the control of multiple ubiquitous devices. We support this need through a platform that extends interaction with IoT devices. ActPad accounts for different ways of controlling IoT devices by enabling various modes of interaction – in particular simultaneous, sequential, implicit and explicit – and, hence, a rich input space. As a proof of concept, we illustrate several use cases, including, but not limited to, controlling the browser on a PC, turning lights on/off, switching songs, or preparing coffee."
"Dmitry Alexandrovsky (DMLab Uof,Dublin) MA,of Bremen) JG,Susanne Putze (DMLab Uof,of Technology) MV,Rainer Malaka (DMLab Uof,of Saskatchewan) RL",Serious Snacking: A Survival Analysis of how Snacking Mechanics Affect Attrition in a Mobile Serious Game,2021,,2021,http://dx.doi.org/10.1145/3411764.3445689,10.1145/3411764.3445689,"Many serious games are most effective when played regularly; however, little is known about how individual game elements support player adherence over time. This work draws on evidence from existing frameworks and game design theories as well as from the design of casual games to investigate how individual game mechanics affect player attrition in a serious game. We implemented a math-learning game in which we could individually layer various game mechanics, and over the course of $3$ weeks, $99$ participants played one of six versions: Baseline, Rewards, Novelty, Completion, Waiting, or Blocking. We compared the game versions by analyzing the players' performance as well as behaviour. Using survival analysis, we identified that the addition of Completion and Blocking mechanics facilitated the strongest sustained engagement. These findings are congruent with existing theories of player experience and promote the development of guidelines on designing for sustained engagement in serious games."
"of Siegen) DC,University) AS,of Siegen) MK",On Activism and Academia: Reflecting Together and Sharing Experiences Among Critical Friends,2021,,2021,http://dx.doi.org/10.1145/3411764.3445263,10.1145/3411764.3445263,"In recent years HCI and CSCW work has increasingly begun to address complex social problems and issues of social justice worldwide. Such activist-leaning work is not without problems. Through the experiences and reflections of an activist becoming academic and an academic becoming an activist, we outline these difficulties such as (1) the risk of perpetuating violence, oppression and exploitation when working with marginalised communities, (2) the reception of activist-academic work within our academic communities, and (3) problems of social justice that exist within our academic communities. Building on our own experiences, practices and existing literature from a variety of disciplines we advocate for the possibility of an activist-academic practice, outline possible ways forward and formulate questions we need to answer for HCI to contribute to a more just world."
"Munich) YA,Munich) YA,of Glasgow) MK,Munich) FA",Think Harder! Investigating the Effect of Password Strength on Cognitive Load during Password Creation,2021,,2021,http://dx.doi.org/10.1145/3411763.3451636,10.1145/3411763.3451636,"Strict password policies can frustrate users, reduce their productivity, and lead them to write their passwords down. This paper investigates the relation between password creation and cognitive load inferred from eye pupil diameter. We use a wearable eye tracker to monitor the user’s pupil size while creating passwords with different strengths. To assess how creating passwords of different strength (namely weak and strong) influences users’ cognitive load, we conducted a lab study (? = 15). We asked the participants to create and enter 6 weak and 6 strong passwords. The results showed that passwords with different strengths affect the pupil diameter, thereby giving an indication of the user’s cognitive state. Our initial investigation shows the potential for new applications in the field of cognition-aware user interfaces. For example, future systems can use our results to determine whether the user created a strong password based on their gaze behavior, without the need to reveal the characteristics of the password."
"Munich) VM,Munich) JK,College) MH,Munich) FA,Munich) AS",Hidden Interaction Techniques: Concealed Information Acquisition and Texting on Smartphones and Wearables,2021,,2021,http://dx.doi.org/10.1145/3411764.3445504,10.1145/3411764.3445504,"There are many situations where using personal devices is not socially acceptable, or where nearby people present a privacy risk. For these situations, we explore the concept of hidden interaction techniques through two prototype applications. HiddenHaptics allows users to receive information through vibrotactile cues on a smartphone, and HideWrite allows users to write text messages by drawing on a dimmed smartwatch screen. We conducted three user studies to investigate whether, and how, these techniques can be used without being exposed. Our primary findings are (1) users can effectively hide their interactions while attending to a social situation, (2) users seek to interact when another person is speaking, and they also tend to hide the interaction using their body or furniture, and (3) users can sufficiently focus on the social situation despite their interaction, whereas non-users feel that observing the user hinders their ability to focus on the social activity."
"Sarah Prange (Bundeswehr University Munich LM,in Cairo) AS,Munich) RP,Munich) YA,Munich) FA",PriView - Exploring Visualisations to Support Users' Privacy Awareness,2021,,2021,http://dx.doi.org/10.1145/3411764.3445067,10.1145/3411764.3445067,"We present PriView, a concept that allows privacy-invasive devices in the users’ vicinity to be visualised. PriView is motivated by an ever-increasing number of sensors in our environments tracking potentially sensitive data (e.g., audio and video). At the same time, users are oftentimes unaware of this, which violates their privacy. Knowledge about potential recording would enable users to avoid accessing such areas or not to disclose certain information. We built two prototypes: a) a mobile application capable of detecting smart devices in the environment using a thermal camera, and b) VR mockups of six scenarios where PriView might be useful (e.g., a rental apartment). In both, we included several types of visualisation. Results of our lab study (N=24) indicate that users prefer simple, permanent indicators while wishing for detailed visualisations on demand. Our exploration is meant to support future designs of privacy visualisations for varying smart environments."
"Wolfgang Büschel (Interactive Media Lab Dresden TU,Anke Lehmann (Interactive Media Lab Dresden TU,Raimund Dachselt (Interactive Media Lab Dresden TU",MIRIA: A Mixed Reality Toolkit for the In-Situ Visualization and Analysis of Spatio-Temporal Interaction Data,2021,,2021,http://dx.doi.org/10.1145/3411764.3445651,10.1145/3411764.3445651,"In this paper, we present MIRIA, a Mixed Reality Interaction Analysis toolkit designed to support the in-situ visual analysis of user interaction in mixed reality and multi-display environments. So far, there are few options to effectively explore and analyze interaction patterns in such novel computing systems. With MIRIA, we address this gap by supporting the analysis of user movement, spatial interaction, and event data by multiple, co-located users directly in the original environment. Based on our own experiences and an analysis of the typical data, tasks, and visualizations used in existing approaches, we identify requirements for our system. We report on the design and prototypical implementation of MIRIA, which is informed by these requirements and offers various visualizations such as 3D movement trajectories, position heatmaps, and scatterplots. To demonstrate the value of MIRIA for real-world analysis tasks, we conducted expert feedback sessions using several use cases with authentic study data."
"Institute) MA,Institute) MT,Institute) YK,Institute) SK,Institute) RK,Institute) JS,Institute) TR,Institute) PB",Fastforce: Real-Time Reinforcement of Laser-Cut Structures,2021,,2021,http://dx.doi.org/10.1145/3411764.3445466,10.1145/3411764.3445466,"We present fastForce, a software tool that detects structural flaws in laser cut 3D models and fixes them by introducing additional plates into the model, thereby making models up to 52x stronger. By focusing on a specific type of structural issue, i.e., poorly connected sub-structures in closed box structures, fastForce achieves real-time performance (106x faster than finite element analysis, in the specific case of the wheelbarrow from Figure 1). This allows fastForce to fix structural issues continuously in the background, while users stay focused on editing their models and without ever becoming aware of any structural issues. In our study, six of seven participants inadvertently introduced severe structural flaws into the guitar stands they designed. Similarly, we found 286 of 402 relevant models in the kyub [1] model library to contain such flaws. We integrated fastForce into a 3D editor for lasercutting (kyub) and found that even with high plate counts fastForce achieves real-time performance."
"Institute) TR,Institute) YK,Institute) IA,Institute) CL,Institute) MB,Institute) EB,Institute) LS,Institute) LR,Institute) CG,Institute) PC,Institute) BH,Institute) MA,Institute) PB",assembler3: 3D Reconstruction of Laser-Cut Models,2021,,2021,http://dx.doi.org/10.1145/3411764.3445453,10.1145/3411764.3445453,"We present Assembler3 a software tool that allows users to perform 3D parametric manipulations on 2D laser cutting plans. Assembler3 achieves this by semi-automatically converting 2D laser cutting plans to 3D, where users modify their models using available 3D tools (kyub), before converting them back to 2D. In our user study, this workflow allowed users to modify mod-els 10x faster than using the traditional approach of editing 2D cutting plans directly. Assembler3 converts models to 3D in 5 steps: (1) plate detection, (2) joint detection, (3) material thickness detection, (4) joint matching based on hashed joint ""signatures"", and (5) interactive reconstruction. In our technical evaluation, Assembler3 was able to reconstruct 100 of 105 models. Once 3D-reconstructed, we expect users to store and share their models in 3D, which can simplify collaboration and there-by empower the laser cutting community to create models of higher complexity."
"Clausthal) NO,Clausthal) MP,Clausthal) OB,Clausthal) GB,Clausthal) MJ,Clausthal) NK",The Role of Social Presence for Cooperation in Augmented Reality on Head Mounted Devices,2021,,2021,http://dx.doi.org/10.1145/3411764.3445633,10.1145/3411764.3445633,"With growing interest regarding cooperation support using Augmented Reality (AR), social presence has become a popular measure of its quality. While this concept is established throughout cooperation research, its role in AR is still unclear: Some work uses social presence as an indicator for support quality, while others found no impact at all. To clarify this role, we conducted a literature review of recent publications that empirically investigated social presence in cooperative AR. After a thorough selection procedure, we analyzed 19 publications according to factors influencing social presence and the impact of social presence on cooperation support. We found that certain interventions support social presence better than others, that social presence has an influence on user’s preferences and that the relation between social presence and cooperation quality may depend on the symmetry of the cooperation task. This contributes to existing research by clarifying the role of social presence for cooperative AR and deriving corresponding design recommendations."
"Bremen) AV,Bremen) TM,Bremen) TD,für Viszeralchirurgie) VU,(cirp GmbH) TL,für Viszeralchirurgie) DW,for Digital Medicine MEVIS) AS,Bremen) RM",A Study on the Size of Tangible Organ-Shaped Controllers for Exploring Medical Data in VR,2021,,2021,http://dx.doi.org/10.1145/3411763.3451594,10.1145/3411763.3451594,"Virtual reality (VR) is, by nature, excellent in showing spatial relationships, e.g. for viewing medical 3D data. In this work, we propose a VR system to view and manipulate medical 3D images of livers in combination with 3D printed liver models as controllers. We investigate whether users benefit from a controller in the shape of a liver and if the size matters by using three different sizes (50 %, 75 %, 100 %). In a user study with 14 surgeons, we focused on presence, workload and qualitative feedback such as preference. While neither size differences nor the VIVE tracker as control resulted in significant differences, most surgeons preferred the 75 % model. Qualitative results indicate that high similarity of physical and virtual objects regarding shape and a focus on good manageability of the physical object is more important than providing an exact replica in size."
"(UTwente) JJ,Anhalt) AB,Berkeley) NM,of Washington) JP",Machine Learning Uncertainty as a Design Material: A Post-Phenomenological Inquiry into Pragmatic Concepts for Design Research,2021,,2021,http://dx.doi.org/10.1145/3411764.3445481,10.1145/3411764.3445481,"Design research is important for understanding and interrogating how emerging technologies shape human experience. However, design research with Machine Learning (ML) is relatively underdeveloped. Crucially, designers have not found a grasp on ML uncertainty as a design opportunity rather than an obstacle. The technical literature points to data and model uncertainties as two main properties of ML. Through post-phenomenology, we position uncertainty as one defning material attribute of ML processes which mediate human experience. To understand ML uncertainty as a design material, we investigate four design research case studies involving ML. We derive three provocative concepts: thingly uncertainty: ML-driven artefacts have uncertain, variable relations to their environments; pattern leakage: ML uncertainty can lead to patterns shaping the world they are meant to represent; and futures creep: ML technologies texture human relations to time with uncertainty. Finally, we outline design research trajectories and sketch a post-phenomenological approach to human-ML relations."
"Surrey) MY,Surrey) WO,Anhalt) AB","Understanding Everyday Experiences of Reminiscence for People Living with Blindness: Practices, Tensions and Probing New Design Possibilities",2021,,2021,http://dx.doi.org/10.1145/3411764.3445212,10.1145/3411764.3445212,"There is growing attention in the HCI community on how technology could be designed to support experiences of reminiscence on past life experiences. Yet, this research has largely overlooked people with blindness. We present a study that aims to understand everyday experiences of reminiscence for people with blindness. We conducted a qualitative study with 9 participants with blindness to understand their personal routines, wishes and desires, and challenges and tensions regarding the experience of reminiscence. Findings are interpreted to discuss new possibilities that offer starting points for future design initiatives and openings for collaboration aimed at creating technology to better support the practices of capturing, sharing, and reflecting on significant memories of the past."
"of Regensburg) RR,of Regensburg) PU,of Regensburg) SG,of Applied Sciences) VS,of Regensburg) NH",Reading in VR: The Effect of Text Presentation Type and Location,2021,,2021,http://dx.doi.org/10.1145/3411764.3445606,10.1145/3411764.3445606,"Reading is a fundamental activity to obtain information both in the real and the digital world. Virtual reality (VR) allows novel approaches for users to view, read, and interact with a text. However, for efficient reading, it is necessary to understand how a text should be displayed in VR without impairing the VR experience. Therefore, we conducted a study with 18 participants to investigate text presentation type and location in VR. We compared world-fixed, edge-fixed, and head-fixed text locations. Texts were displayed using Rapid Serial Visual Presentation (RSVP) or as a paragraph. We found that RSVP is a promising presentation type for reading short texts displayed in edge-fixed or head-fixed location in VR. The paragraph presentation type using world-fixed or edge-fixed location is promising for reading long text if movement in the virtual environment is not required. Insights from our study inform the design of reading interfaces for VR applications."
"of Regensburg) MK,of Regensburg) FH,of Applied Sciences) VS,University) PW,of Regensburg) CW,of Regensburg) NH",Physiological and Perceptual Responses to Athletic Avatars while Cycling in Virtual Reality,2021,,2021,http://dx.doi.org/10.1145/3411764.3445160,10.1145/3411764.3445160,"Avatars in virtual reality (VR) enable embodied experiences and induce the Proteus effect - a shift in behavior and attitude to mimic one's digital representation. Previous work found that avatars associated with physical strength can decrease users' perceived exertion when performing physical tasks. However, it is unknown if an avatar's appearance can also influence the user's physiological response to exercises. Therefore, we conducted an experiment with 24 participants to investigate the effect of avatars' athleticism on heart rate and perceived exertion while cycling in VR following a standardized protocol. We found that the avatars' athleticism has a significant and systematic effect on users' heart rate and perceived exertion. We discuss potential moderators such as body ownership and users' level of fitness. Our work contributes to the emerging area of VR exercise systems."
"of Stuttgart) HV,Munich) SM,of Stuttgart) MW,of Stuttgart) JV,of Stuttgart) HW,of Regensburg) NH",Shortcut Gestures for Mobile Text Editing on Fully Touch Sensitive Smartphones,2021,,2021,http://dx.doi.org/10.1145/3396233,10.1145/3396233,"While advances in mobile text entry enable smartphone users to type almost as fast as on hardware keyboards, text-heavy activities are still not widely adopted. One reason is the lack of shortcut mechanisms. In this article, we determine shortcuts for text-heavy activities, elicit shortcut gestures, implement them for a fully touch-sensitive smartphone, and conduct an evaluation with potential users. We found that experts perform around 800 keyboard shortcuts per day, which are not available on smartphones. Interviews revealed the lack of shortcuts as a major limitation that prevents mobile text editing. Therefore, we elicited gestures for the 22 most important shortcuts for smartphones that are touch-sensitive on the whole device surface. We implemented the gestures for a fully touch-sensitive smartphone using deep learning and evaluated them in realistic scenarios to gather feedback. We show that the developed prototype is perceived as intuitive and faster than recent commercial approaches."
"University) BE,of Edinburgh) BB,University) MC,Data61) UE,of Toulouse) MS,of Calgary) WW,+ Monash University) AP,Christoph Anthes (HIVE Uof,Dresden) WB,Khoury) CD,University) TD,of Applied Sciences JG,Arts),Jason H. Haga (Digital Architecture Promotion Center NI,Technology),Nurit Kirshenbaum (LAVA Uof,Dylan Kobayashi (LAVA Uof,University) TL,University) MO,Fabian Pointecker (HIVE Uof,Khoury) DS,Lab) NS,of Technology) DS,of Colorado Boulder) DA,of Colorado Boulder) MW,University) YY",Grand Challenges in Immersive Analytics,2021,,2021,http://dx.doi.org/10.1145/3411764.3446866,10.1145/3411764.3446866,"Immersive Analytics is a quickly evolving field that unites several areas such as visualisation, immersive environments, and human-computer interaction to support human data analysis with emerging technologies. This research has thrived over the past years with multiple workshops, seminars, and a growing body of publications, spanning several conferences. Given the rapid advancement of interaction technologies and novel application domains, this paper aims toward a broader research agenda to enable widespread adoption. We present 17 key research challenges developed over multiple sessions by a diverse group of 24 international experts, initiated from a virtual scientific workshop at ACM CHI 2020. These challenges aim to coordinate future work by providing a systematic roadmap of current directions and impending hurdles to facilitate productive and effective applications for Immersive Analytics."
"Clarke L,Hornecker E,Ruthven I",Fighting Fires and Powering Steam Locomotives: Distribution of Control and Its Role in Social Interaction at Tangible Interactive Museum Exhibits,2021,Association for Computing Machinery,2021,http://dx.doi.org/10.1145/3411764.3445534,10.1145/3411764.3445534,"We present a video-analysis study of museum visitors’ interactions at two tangible interactive exhibits in a transport museum. Our focus is on groups’ social and shared interactions, in particular how exhibit setup and structure influence collaboration patterns. Behaviors at the exhibits included individuals focusing beyond their personal activity towards companions’ interaction, adults participating via physical interaction, and visitors taking opportunities to interact when companions moved between sections of the exhibit or stepped back from interaction. We demonstrate how exhibits’ physical configuration and interactive control engendered behavioral patterns. Systematic analysis reveals how different configurations (concerning physical-spatial hardware and interactive software) distribute control differently amongst visitors. We present four mechanisms for how control can be distributed at an interactive installation: functional, temporal, physical and indirect verbal. In summary, our work explores how mechanisms that distribute control influence patterns of shared interaction with the exhibits and social interaction between museum visitor companions."
